area,coverage,variable,value
46544,Male,        High school graduate or higher,"3,024"
46544,Female,        High school graduate or higher,"3,415"
46545,Total,        High school graduate or higher,"5,237"
46545,Male,        High school graduate or higher,"2,288"
46545,Female,        High school graduate or higher,"2,949"
46550,Total,        High school graduate or higher,"2,186"
46550,Male,        High school graduate or higher,"1,007"
46550,Female,        High school graduate or higher,"1,179"
46552,Total,        High school graduate or higher,"1,619"
46552,Male,        High school graduate or higher,807
46552,Female,        High school graduate or higher,812
46554,Total,        High school graduate or higher,"1,349"
46554,Male,        High school graduate or higher,691
46554,Female,        High school graduate or higher,658
46556,Total,        High school graduate or higher,107
46556,Male,        High school graduate or higher,98
46556,Female,        High school graduate or higher,9
46561,Total,        High school graduate or higher,"4,094"
46561,Male,        High school graduate or higher,"1,978"
46561,Female,        High school graduate or higher,"2,116"
46563,Total,        High school graduate or higher,"5,480"
46563,Male,        High school graduate or higher,"2,999"
46563,Female,        High school graduate or higher,"2,481"
46573,Total,        High school graduate or higher,913
46573,Male,        High school graduate or higher,439
46573,Female,        High school graduate or higher,474
46574,Total,        High school graduate or higher,"1,965"
46574,Male,        High school graduate or higher,967
46574,Female,        High school graduate or higher,998
46595,Total,        High school graduate or higher,24
46595,Male,        High school graduate or higher,12
46595,Female,        High school graduate or higher,12
46601,Total,        High school graduate or higher,"1,068"
46601,Male,        High school graduate or higher,600
46601,Female,        High school graduate or higher,468
46613,Total,        High school graduate or higher,"1,895"
46613,Male,        High school graduate or higher,"1,005"
46613,Female,        High school graduate or higher,890
46614,Total,        High school graduate or higher,"6,586"
46614,Male,        High school graduate or higher,"3,278"
46614,Female,        High school graduate or higher,"3,308"
46615,Total,        High school graduate or higher,"3,076"
46615,Male,        High school graduate or higher,"1,567"
46615,Female,        High school graduate or higher,"1,509"
46616,Total,        High school graduate or higher,"1,177"
46616,Male,        High school graduate or higher,537
46616,Female,        High school graduate or higher,640
46617,Total,        High school graduate or higher,"1,944"
46617,Male,        High school graduate or higher,"1,105"
46617,Female,        High school graduate or higher,839
46619,Total,        High school graduate or higher,"4,167"
46619,Male,        High school graduate or higher,"1,962"
46619,Female,        High school graduate or higher,"2,205"
46624,Total,        High school graduate or higher,0
46624,Male,        High school graduate or higher,0
46624,Female,        High school graduate or higher,0
46628,Total,        High school graduate or higher,"6,434"
46628,Male,        High school graduate or higher,"2,861"
46628,Female,        High school graduate or higher,"3,573"
46635,Total,        High school graduate or higher,"1,422"
46635,Male,        High school graduate or higher,762
46635,Female,        High school graduate or higher,660
46637,Total,        High school graduate or higher,"3,765"
46637,Male,        High school graduate or higher,"1,811"
46637,Female,        High school graduate or higher,"1,954"
"St. Joseph County, Indiana",Total,        Bachelor's degree or higher,"19,671"
"St. Joseph County, Indiana",Male,        Bachelor's degree or higher,"9,258"
"St. Joseph County, Indiana",Female,        Bachelor's degree or higher,"10,413"
46506,Total,        Bachelor's degree or higher,536
46506,Male,        Bachelor's degree or higher,217
46506,Female,        Bachelor's degree or higher,319
46530,Total,        Bachelor's degree or higher,"4,612"
46530,Male,        Bachelor's degree or higher,"2,230"
46530,Female,        Bachelor's degree or higher,"2,382"
46536,Total,        Bachelor's degree or higher,249
46536,Male,        Bachelor's degree or higher,134
46536,Female,        Bachelor's degree or higher,115
46544,Total,        Bachelor's degree or higher,"1,744"
46544,Male,        Bachelor's degree or higher,896
46544,Female,        Bachelor's degree or higher,848
46545,Total,        Bachelor's degree or higher,"1,474"
46545,Male,        Bachelor's degree or higher,631
46545,Female,        Bachelor's degree or higher,843
46550,Total,        Bachelor's degree or higher,389
46550,Male,        Bachelor's degree or higher,219
46550,Female,        Bachelor's degree or higher,170
46552,Total,        Bachelor's degree or higher,409
46552,Male,        Bachelor's degree or higher,159
46552,Female,        Bachelor's degree or higher,250
46554,Total,        Bachelor's degree or higher,409
46554,Male,        Bachelor's degree or higher,130
46554,Female,        Bachelor's degree or higher,279
46556,Total,        Bachelor's degree or higher,72
46556,Male,        Bachelor's degree or higher,63
46556,Female,        Bachelor's degree or higher,9
46561,Total,        Bachelor's degree or higher,"1,074"
46561,Male,        Bachelor's degree or higher,516
46561,Female,        Bachelor's degree or higher,558
46563,Total,        Bachelor's degree or higher,"1,402"
46563,Male,        Bachelor's degree or higher,702
46563,Female,        Bachelor's degree or higher,700
46573,Total,        Bachelor's degree or higher,296
46573,Male,        Bachelor's degree or higher,170
46573,Female,        Bachelor's degree or higher,126
46574,Total,        Bachelor's degree or higher,415
46574,Male,        Bachelor's degree or higher,169
46574,Female,        Bachelor's degree or higher,246
46595,Total,        Bachelor's degree or higher,0
46595,Male,        Bachelor's degree or higher,0
